message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	conversation_id	speaker_id	speaker_number	split	essay_id
		245	2.1666666666666665	1.0			This is a sad case of what seems like an elderly woman getting lost.  I feel sad for the family involved and the feelings they must have.  Or did they even notice she was gone?  You would think they would be out looking for her if they noticed.  Maybe it was just a lonely old woman by herself which is even more sad.  Either way, I feel like elderly people in general are often overlooked and that is unfortunate.  They should deserve the same respect that younger people do  	Sadness	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	238.0	24.0	1.0	train	237.0
R_Adi1QVd9hfOBDNf_3	R_Adi1QVd9hfOBDNf	210	7.0	1.0	1.0	0.0	I recently read an article about how the band Eagles of Death Metal visited the Paris attacks memorial. A year before they were playing at a concert hall when the attacks occured a year prior. Sting was the first person to play at he concert hall since the attacks. The front man of the Eagles of Death Metal was denied access to the event. He had told Fox news that the muslim security collaborated with the attackers at the concert hall.	neutral	1	6	3	33	63000	7.0	7.0	4.5	5.5	7.0	4.714	1.0	1.286	3.857					
R_3I6LTmaYNJeAYmf_4	R_3I6LTmaYNJeAYmf	288	1.0	2.0	0.0	0.0	So two sisters were on  vacation and both died.  Apparently fluid in the lungs but one had fluid in the brain or something like that.  So sad for the family.  The government where they were at is not giving the family much info if any at all.  It is just weird how two sisters both died at the same place and by fluid in the lungs or brain.	sadness	2	4	1	37	50000	4.5	5.0	5.5	5.5	3.5	3.714	2.714	3.571	3.143					
R_2D1CnjTj1WSuPQk_5	R_2D1CnjTj1WSuPQk	412	1.0	4.5	0.0	1.0	This man should be found guilty. There is no way he forgot that his son was in the car. The child would have been able to speak. He would have been in a front facing car seat. there is no way he didn't see him. He is guilty and he needs to be punished. He should be put in prison for life. This poor child suffered a great deal and this man needs to suffer.	anger	2	5	1	37	60000	4.0	2.5	1.5	4.0	4.0	2.286	3.429	3.0	3.143					
R_3njSNhzart0R0sE_1	R_3njSNhzart0R0sE	13	4.667	4.125	1.0	1.0	This is an extremely sad story The civilians who lost their did nothing wrong. They did not ask for this war to come to their region. They were mere victims of the misfortune of being born where they were and being where they were when they were. They were no more guilty than you or I. It is extremely sad and disappoints me as an American.	sadness	1	6	1	30	45000	6.0	6.0	1.0	5.5	7.0	4.857	1.714	3.0	2.4290000000000003					
		3	5.666666666666667	6.0			This is such a sad story. How can going to an amusement park turn into such a terrible ending. It doesn't even seem possible. I've been to Disneyland and to all sorts of fairs growing up and I can't even imagine that such a terrible thing could happen. You are having a great day, making memories and suddenly your life won't ever be the same again. How terrible. I feel for that family. I can't even believe that such a thing could happen.	Sadness	2	6	1	46	22000	6.5	5.5	2.5	5.0	5.0	3.286	2.286	4.857	4.714	74.0	44.0	2.0	train	573.0
R_C8FBs3jYmZwt09X_4	R_C8FBs3jYmZwt09X	309	1.0	4.125	0.0	1.0	So a man murdered someone over a card being declined. At a Starbucks of course, this is just getting to be ridiculous. Someone gets pissy because they have no money and decide to hurt someone else that has nothing to do with it. The more news articles I read like this, the less faith I have in humanity.	disgust	2	4	1	26	14750	5.5	7.0	7.0	5.0	2.5	4.428999999999999	2.143	4.857	3.143					
R_oY0TBfB1OYyRdC1_1	R_oY0TBfB1OYyRdC1	13	1.3330000000000002	3.0	0.0	0.0	I just read an article on how many civilians are killed by airstrikes by NATO forces. This is a major issue because the mainstream media never report these stories. The media only paints NATO as the good guys and never in a bad light. They can commit acts that can be deemed a war crime but as long as they are the authority they do not need to be accounted for.	neutral	1	4	5	27	45000	6.0	4.0	4.0	6.0	6.0	3.429	1.571	3.0	3.0					
R_2meG1rpRzuXw8tb_2	R_2meG1rpRzuXw8tb	147	5.832999999999999	5.25	1.0	1.0	Life is a dangerous thing. People are suffering from natural and man-made disasters. There is a huge number of deaths due to hazing in Indonesia. All driven by over-industrialisation and hunger of profits. Governments and scientists should do more to prevent these kinds of deaths: at least to have certain warning systems installed. Also, natural disasters such as hails and typhoons can wreck a havoc in peoples’ lives. Now I have second thoughts about traveling to South Pasific islands. They are gorgeous but dangerous.	sadness	2	7	1	45	120000	6.0	5.5	2.5	5.5	6.0	4.0	3.857	3.714	4.0					
R_3qmvHJGYLWOgccV_5	R_3qmvHJGYLWOgccV	395	2.5	3.875	0.0	0.0	I just read this article about a murder suicide. This couple, their three kids, and their dog were all dead from gunshot wounds. They even shot the dog. :( The family seemed really normal. They had some issues with stress and the relationship, but who doesn't? It's really eerie that people can be like that and you won't even know it.	surprise	2	5	1	27	15000	6.0	6.0	1.0	4.0	1.0	3.714	4.571000000000001	4.0	4.143					
		202	7.0	7.0			How can your heart just not break reading this article. These children had there life cut way to short for no reason. This father was just pure evil. He needed serious mental help and I can't believe no one saw this coming. There is always signs that people should take serious so it doesnt come to this. I would like to know the motive was it because he felt overwhelmed or because he wanted to get back at someone. The mother should have taken the threat seriosuly and I wonder if the rangers had found the car sooner if those kids would have been alive. They were probably so afraid in that car and it is horrible that was there last memories alive.	Neutral/Sadness	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	285.0	53.0	1.0	train	284.0
R_rdWwWMognANNEkx_4	R_rdWwWMognANNEkx	315	7.0	5.125	1.0	1.0	I just can't imagine how you would go from having a good day snorkeling with your loved one and be dead the next just how that would happen? Then not to mention your spouse dies right alongside you in the same mystical way, it just seems like there is more to it then that. It would seem like something had to of happened.	surprise	2	2	1	35	9999	5.0	7.0	2.5	7.0	7.0	5.0	3.0	4.143	5.0					
		103	6.0	6.0			Everything about Russia really freaks me out. I think this country really needs to be cut off until they can be a more peaceful society. It is scary that dictators with such control can still be in power in twenty nineteen. Putin is so evil, and I am guessing so many people were threatened to do this cover up. People should not be able to just take someone out just because they go against a governing power. If he can do this to his own people I fear what he could do to the world. He has way to much power in my belief and needs to be over thrown. 	Fear	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	499.0	53.0	2.0	train	998.0
R_vdj2zExWbAVjx6N_5	R_vdj2zExWbAVjx6N	399	5.332999999999999	5.75	1.0	1.0	I will never empathize or understand racists. Vandalism is the epitome of childish crimes as well. It's the twenty-first century and we still are surrounded by stupid racists. I say stupid because ignorance is simply not having a lack of intelligence or something, but you're still willing to educate yourself or be educated on it. Stupidity is being surrounded by so many outlets, professors, libraries, internet, magazines, and still refusing to learn about those that are different from you.	anger	2	6	3	28	35000	4.5	7.0	4.0	6.5	5.5	4.571000000000001	3.0	5.0	3.571					
		163	6.5	6.625			I feel very sorry for the girl who lost her eye slight to the pallet gun. It is a new way of thinking about non deathly weapons. I think the girl's father was right and wrong at the same time. I think it is better that she was not killed, but I understand his and her pain about her losing the ability to see and how it changed her life.	Neutral/Sadness	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	365.0	30.0	1.0	train	364.0
R_2AShlPLXEZW4TNc_5	R_2AShlPLXEZW4TNc	343	3.667	3.625	0.0	0.0	People in America are going to have it worse despite all the federal “inequality spending” done during the Obama administration. The article says that Trump and the congress are going to undo what Obama started. The article says that they are also trying to undo Obama care and that’s part of it.  I know Obamacare made me poorer by about $600 a month and I’m not rich!  It goes on about SS and how evil tax cuts are.  I don’t know what to think about this since the news these days are often fiction.  It seems to contradict itself by saying unemployment rates have dropped.  With more people working isn’t there more tax revenue?  Confused but I feel for the poor...	sadness	1	7	1	57	142000	5.5	6.0	5.5	7.0	6.5	3.714	1.714	3.857	4.571000000000001					
R_1o0waJFYMzMZBib_5	R_1o0waJFYMzMZBib	415	4.667	5.25	1.0	1.0	I found this article and thought you might be interested in it. This is so sad and disgusting. Gun violence really must be stopped in this country and it's hurting innocent people and even unborn people around this country. I think there might be a die in we can participate in happening this week if you can come.	disgust	2	5	3	24	20000	3.5	6.0	1.0	4.0	2.0	2.4290000000000003	3.0	3.0	3.0					
R_1jiDZxx7qFmkgVt_1	R_1jiDZxx7qFmkgVt	17	1.6669999999999998	5.625	0.0	1.0	After reading this article on some of the federal prisons, I am extremely upset about the treatment of prisoners in these facilities. The way that the guards are treating the prisoners are literally inhumane. I understand that the prisoners are convicts and felons and really deserve to be place in prison as their punishment, but there needs to be accountability for the actions of the guards mistreating them and basically treating them like animals. Prisons are about rehabilitation or at least they should be, but in this article with the countless reports from prisoners about very distressing and disturbing situations I can't fathom to understand what goes on in the minds of these guards running the prisons. We seriously need to do something about these conditions.	anger	1	6	5	42	88000	6.5	5.5	5.0	6.0	6.0	4.2860000000000005	1.857	3.857	3.857					
		134	4.166666666666667	7.0			After reading about this disaster I'm just heart broken. It's so sad to think that one incident can impact an entire area and impact so many people for so long. That river will never be the same and there is nothing anyone can do now but wait and hope that someday, things might be better. But now all those people are without water and work. Generations of fisherman can't fish there. Fish isn't safe to eat. It's beyond sad.	Sadness	2	6	1	46	22000	6.5	5.5	2.5	5.0	5.0	3.286	2.286	4.857	4.714	107.0	44.0	2.0	train	606.0
		331	6.0	5.875			Being a woman myself i find this article very troubling. With all the movements and awareness and activisim for women in america we should be number one in all gender equality categories. I think less women are working or making it to senior positions because in todays society alot of women are shamed for working to hard and not having children. It's also apparent its still a man world with women on average making 50 percent less then men so there is not much motivation to go higher. I think with more focus on girls and stem learning our next generation of women will feel very empowered in math science and technology a place alot of women lack it. The future deinitly gives me hope for my gender to succeed.	Hope	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	407.0	53.0	1.0	train	406.0
R_WiLHtGk9n1H3i1z_1	R_WiLHtGk9n1H3i1z	5	5.332999999999999	3.625	1.0	0.0	This makes me very upset. They don't want to take responsibility, blames it on something else. It's clearly your fault and you should feel guilty for killing all these people. They have every right  to sue you for your stupid mistake. We live in a world with idiots. Next time you take the car to work, remember that you can't count yourself to be safe if you are careful.	anger	1	4	1	21	45000	5.5	6.5	2.5	6.0	6.0	4.428999999999999	1.857	3.0	4.0					
R_2n9TUB8UXeDYQJr_2	R_2n9TUB8UXeDYQJr	117	1.0	1.5	0.0	0.0	I was reading an article about the Zika virus.  It was a fairly comprehensive article that went over what the virus was and how it affects humans.  It's scary how it can be transmitted through sexual intercourse.  I still don't think I have any serious chance of contracting the virus fortunately.  Those that have are going to have a hard time in life.	sadness	1	6	1	24	60000	6.5	4.0	6.5	4.0	7.0	3.286	2.857	3.0	2.714					
R_qxegiSp0tG2ayxb_5	R_qxegiSp0tG2ayxb	405	5.332999999999999	6.0	1.0	1.0	Hey  just wanted to write you a quick note. I saw on the news today  a women pushed another women into the train tracks at the midtown manhattan subway station yesterday. What is going on with people?   The police didnt have a motive yet. The authorties said approx 24 people per year are killed on the tracks but its usually accidental.	surprise	1	4	1	51	110000	7.0	4.0	3.5	6.5	5.5	4.0	2.0	3.286	3.857					
R_3HuhNUxFcsxCt8c_5	R_3HuhNUxFcsxCt8c	355	5.0	5.375	1.0	1.0	Did you hear about the three people who died on Halloween night? It happened in Mississippi on a highway. Someone hit a trailer that was pulling people on a highway. Several people were injured, but three were killed. Authorities say that the three killed were related to one another. That is so sad and breaks my heart. It was most likely a family, a mother and her kids, or a father and his kids. It really makes me sad when I read about it because I cannot help but imagine how much fun and excitement this family was experiencing before the accident happened. The article did not say if the driver who caused the accident was drunk or on drugs. I wish people were more alert while on the road. Accidents like this are completely preventable. And now three people are no longer with us.	sadness	1	6	1	31	50000	6.5	6.5	1.0	5.5	4.0	4.143	1.857	4.857	4.143					
R_C8FBs3jYmZwt09X_2	R_C8FBs3jYmZwt09X	149	2.833	2.875	0.0	0.0	This article held some very valid views that I have been trying to explain for years. The hypocrisy that America generates is overwhelming and others can see this too. We are holding ourselves so high up as a free country meanwhile a black man can not even get pulled over without having a white man pulling a gun on him.	disgust	2	4	1	26	14750	5.5	7.0	7.0	5.0	2.5	4.428999999999999	2.143	4.857	3.143					
		313	3.8333333333333335	2.0			It's terrible that so many people all around the world seem to want to flee their home countries rather than do more to make them better. I understand fearing death and economy troubles but if everyone just left those countries the ones they flee to will just have similar problems. I can understand how Germany doesn't want to just accept anyone and yet at the same time can feel sorry for those that have legit claims and are just turned away because of where they are from.	Neutral	2	6	1	46	22000	6.5	5.5	2.5	5.0	5.0	3.286	2.286	4.857	4.714	191.0	44.0	1.0	train	190.0
		413	6.666666666666667	5.875			I hate that the man had to lose his daughter to such a senseless act of violence. I hope that the man finds peace. I also would not like to find out that my daughter had passed away on social media. Those few hours where they could not get in touch with her had to be the hardest hours in the world and to finally find out on social media had to be heartbreaking.	Sadness	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	254.0	30.0	2.0	train	753.0
		89	1.0	2.375			What happened in this article was truly disturbing. The fact that someone can have the decency to not only kill someone but to also burn them as well is very inhumane. I felt really disgusted and just lost all faith in humanity after reading this article. It makes me question people and wonder if there is actually any good left in the world.	Disgust	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	329.0	17.0	2.0	train	828.0
R_OPS9EZNTzb221uF_2	R_OPS9EZNTzb221uF	148	5.667000000000001	4.25	1.0	1.0	Just wanting to let you know about a news story I came across. It is about an elephant, named Nosey. He is been owned by a guy and held in chains. He used Nosey to perform for public entertainment in circuses and forced for most of her life to give rides to adults and children  across the United States. Oh, and she has been in solitary for almost 30 years, that is a lifetime. Being captive  for such a long period caused major stress to her health as well as to her psychological well being. The owner has been cited numerous times but in the same time his license was still approved for renewal each year. There should be awareness for this abuse to stop.	sadness	1	6	1	41	37500	6.0	6.0	5.5	6.5	6.5	4.428999999999999	2.4290000000000003	3.857	4.143					
R_2meG1rpRzuXw8tb_1	R_2meG1rpRzuXw8tb	13	4.667	6.0	1.0	1.0	I have come across an article about the civilian casualties in Afghanistan. The war is such a terrible thing. Small children are dying just because of some military operations, i.e. some grown-ups cannot negotiate and agree on resolution of the disagreements. My heart aches as I read that burnt children corpses are tended by mourning relatives. It must be unbearably painful to exist in such pitiful condition in such a poor country and on top of that to lose your children. Life is so unfair and cruel sometimes.	sadness	2	7	1	45	120000	6.0	5.5	2.5	5.5	6.0	4.0	3.857	3.714	4.0					
		19	5.5	2.375			Dear friend,                                             I have just read an article about the horrible conditions of the syrian people and the refugees who are fleeing the country. I feel awful for these people and would like to find a way to help them at least to be more comfortable. It was a very moving article.	Sadness	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	244.0	7.0	2.0	train	743.0
R_1IWXSlintlzIuBr_3	R_1IWXSlintlzIuBr	224	4.5	1.0	1.0	0.0	are you looking for an informative, creative and interesting article to read? Just for fun or educational purposes? then this the article for you. this article is really interesting. the author explains things in away that anyone can understand them. the author's use of language is genius and very interesting	joy	1	6	1	31	50000	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857					
		113	5.5	4.375			Empathy is not finite. Some people would have you believe that it is, but I think that humans are capable of more than the capitalists would have you believe. I think that I'm going to stop paying attention to the news. It's become a negative force in my life and I think that I would be much happier if I didn't pay attention to American politics ever again. 	Sadness	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	348.0	25.0	1.0	train	347.0
R_2VqoEbnL1j6X9WU_5	R_2VqoEbnL1j6X9WU	417	3.5	3.5	0.0	0.0	As much as I love dogs I must say this was totally the owners fault.  The rule was the dog needed to be on a leash.  The woman did not follow the rules and the dog ran over to a stranger. The dog scared the stranger as is expected. I have had many big scary dogs running towards me and wasn't sure if it was going to attack me or be nice. The man got scared and shot the dog. Its sad but the man did not know if the dog was going to attack him.	fear	1	4	1	31	125000	6.5	5.5	5.5	5.5	4.0	3.714	3.429	3.286	3.857					
R_2lTWX8lyNz56VTH_1	R_2lTWX8lyNz56VTH	64	6.0	6.0	1.0	1.0	I just read a very interested and heart touching article concerning Haiti. It is very sad to think about the amount of suffering the Haitian people have gone through in the past years. A lot of very sad hardships, from Earthquakes destroying already terrible infrastructure, to intense poverty. It makes me want to help the people.	sadness	2	2	2	34	65000	6.0	6.0	3.5	6.0	6.0	4.0	2.714	4.0	4.0					
		283	5.833333333333333	6.0			I think its about time Saudi Arabia get with the rest of the worlds in the push for women to be treated equally. It is a shame that women need consent of a male guardian to go abroad. They are adults and should be free to travel where they wish. I think the need for consent is something from the 1400's and should be abolished now.	Disgust	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	176.0	19.0	1.0	train	175.0
R_CkssYrqzZAFHsuR_5	R_CkssYrqzZAFHsuR	371	4.333	6.0	1.0	1.0	Police officers are getting out of control nowadays. I can't believe that there hasn't been more action taken against this officer who blatantly punched a woman in the face without provocation, especially since the entire incident was caught on tape. It makes no sense to me that this officer hasn't been charged with assault in this case.	anger	2	6	1	27	25000	5.5	4.5	2.0	5.5	2.5	2.857	3.714	1.714	2.0					
		47	6.166666666666667	6.125			Aleppo has been having these problems for quite a while now. I feel like the bombings are just the top of the cake in terms of letting the world know about what is wrong with them. I feel like they really need to change things and in order to do that they need the help of the world more so than anything else.	Neutral	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	267.0	19.0	2.0	train	766.0
		308	5.0	5.0			This article really brings you back down to earth. It shows everything in science is not correct and there is still much for us to learn. It is scary that these animals were never known to carry this disease and now they do and I wonder if somewhere someone mutated there genes and now there are many out there spreading the disease. It is so sad these little guys much be in so much pain at the end and theres nothing they can do to alleviate it. I hope somehow they do more research to find some way to stop the spread of it before the whole species goes extinct. I feel grateful this conservationist is the one who noticed and gained more attention for the cause as other people came forward witht the same concerns.	Hope/Sadness	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	437.0	53.0	2.0	train	936.0
R_2SH5a8bksSvwexb_1	R_2SH5a8bksSvwexb	73	5.0	1.0	1.0	0.0	Lockets with blood? Dang, that is kind of creepy and weird guys, but oh well, they were in love. People do crazy things when they are in love. Now, the fact that this guy never felt enough indicates auto esteem issues, she is not God, dude. I still can not believe Brangelina is over, they were end game to me, but oh well, guess you can not force things.	surprise	1	2	1	26	55000	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0					
R_BQYbCIHSznI2RkB_2	R_BQYbCIHSznI2RkB	161	2.667	5.125	0.0	1.0	I think these people ahve been fighting each other over tribalism and ideology since I can remember. Im talking about Iraq, which is dividing into 3 main groups who have competed for limited resources for a long time. And the wealth of oil taken by the leaders and not shared with prosperity for all people has increased tensions. When I was young it was Iraq Iran War, the Saddam Hussein reign of terror, then the First Gulf War, the the Second Iraq War, then ISIS. THese people have something wrong with them and I think they bear some responsibility for their own suffering.	neutral	1	6	1	32	50000	5.0	4.5	4.5	4.5	6.0	3.286	3.571	3.143	3.429					
		31	5.5	4.25			I just read this article about the exploitation of Orangutan habitat in Indonesia and it is alarming. Orangutan are not just any animals, they are one of the smartest and closely related to us. I am sure, you would have watched some documentary where it is shown how evolved they are as a society and how familiar they look to us when caring for their children for instance. It is just so sad that this is happening and I wish we as a race would show more empathy and concern for these magnificent creatures.	Sadness	1	6	5	34	36000	6.0	3.5	2.0	7.0	6.0	4.857	2.571	2.143	4.571	205.0	28.0	2.0	train	704.0
R_zUqAmBwjEbrwh9v_4	R_zUqAmBwjEbrwh9v	256	3.333	4.75	0.0	1.0	It is horrible that things like this are still happening in the gulf of mexico and espesically since it is a priest. The cartels are doing horrible things that need to be controlled. It seems like the Mexican government can not do anything about it. Maybe there are some members in the government creating the problem	disgust	1	4	1	27	12000	5.0	2.5	4.5	5.5	3.0	3.143	3.429	2.714	2.571					
R_1JJcs9cIBcNxske_4	R_1JJcs9cIBcNxske	312	1.0	7.0	0.0	1.0	The growing back and forth tension between the United States and Russia is really worrisome. One minute it seems like they like us and the next they have nuclear weapons at the ready and pointed straight at the United States. It's scary to think about what could happen especially with the big mouthed president we have.	fear	2	4	2	20	75000	7.0	7.0	4.0	5.5	7.0	5.0	1.143	3.857	4.2860000000000005					
		291	2.5	1.25			Overall, this is a really sad incident.  The poor dog was just helplessly left in the car to suffer, and there's no way it could have let itself out or saved itself.  IT's really sad to me when people are this negligent about pets and other people.  Especially vulnerable populations.  Honestly I think whatever punishment she gets, such as an animal cruelty charge, is definitely deserved and she will just have to take that as it comes.  She should have been more careful with the animal, end of story.  	Anger/Sadness	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	311.0	24.0	1.0	train	310.0
		138	7.0	6.25			This French article was so distressing.  Bullying is by far the worst I have seen in my lifetime.  For it be so bad, you feel there is nothing left to do but kill yourself is a massive failure of all those who knew Emilie and did absolutely nothing.   I respect her mom for telling her story in hopes that it comforts others who are thinking the same thing.  Two girls lost for what?	Sadness	2	6	1	62	29000	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	70.0	8.0	2.0	train	569.0
		228	4.166666666666667	6.75			this is such a terrible thing to happen.to think that these things still happen in part of the world is heart breaking.i can't even fathom what those little girls most have been through.that most have been a horrible experience for them and i hope there is no lasting mental effects from it.To think that there are such monsters in the world that would do such a thing is really distressing	Disgust/Sadness	1	2	1	30	55000	6.5	5.0	5.0	6.0	7.0	3.286	1.286	2.714	3.714	170.0	1.0	2.0	train	669.0
		125	1.0	1.5			After reading the article, i felt really bad for the family that was involved in the fire. It is unfortunate because it was something accidental and something that could have happened to anyone. I am also glad that they are okay though and nobody died. I did feel unfortunate and sad for their cats because it stated that they were killed in the fire.	Sadness	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	155.0	17.0	1.0	train	154.0
R_2AShlPLXEZW4TNc_3	R_2AShlPLXEZW4TNc	221	4.667	1.875	1.0	0.0	What won’t people post?  Some mom posted a picture on Instagram of her 2-day-old C-Section scar to remind people that it’s no picnic.  I guess it’s an unsolicited public service message of sorts.  She had some sort of tumor that made it necessary.  She had the baby and that’s the god news.  Surprisingly, she got about 1200 “likes” in total.  I found myself wanting to out of sympathy.  Who needs birth control with this kind of publicity?  She says she loves her scar.  Go figure…  All in all, I think she’s happy it’s over.	surprise	1	7	1	57	142000	5.5	6.0	5.5	7.0	6.5	3.714	1.714	3.857	4.571000000000001					
R_2c5BkaXnplhofbP_4	R_2c5BkaXnplhofbP	279	1.0	1.25	0.0	0.0	I am so glad that I'm not a celebrity having my every move made public and being analyzed.  It would be awful to be under that constant and never ending scrutiny.  The thought of being under the constant watchful eye of the world, and them profiting from a me having a bad day makes my stomach turn.  I feel bad for him in a way, I've had a few rocky relationships and I couldn't imagine going through them publicly.	joy	1	6	1	34	99000	7.0	5.5	4.0	5.5	7.0	4.143	1.0	2.286	2.714					
		147	1.3333333333333333	1.125			I've never heard about this issue before.  It seems typical for the region, however.  Economy at all costs, especially when you have two trillion people living in these geographically small countries.  And you wonder why environmentalism is a losing battle.  The U.S. and other civilized countries can do all they want.  If a place like Indonesia is willing to burn down all their forests to manufacture palm oil, you're fighting a losing battle.  Again, I keep getting back to this idea: Why are we considered the barbarians in the world?  Most of the world are one step above apes.  They're heathens.  What Reagan said to Nixon was correct.  We treat these people as equals?  We leave our fate to people who don't even wear shoes?  Absurd.	Anger/Disgust	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	149.0	48.0	2.0	train	648.0
R_3ERvdNjTrRhQlWO_2	R_3ERvdNjTrRhQlWO	167	5.332999999999999	5.25	1.0	1.0	Did you hear the story about the orangutan named Diana? She was illegally captured with,  I think, three others. These animals are becoming extinct. The good news is, though, that she was saved. When she was found she was blind and partially paralyzed, due to meningitis, I sure because she wasn't being taken care of. I don't understand how people can treat these beautiful animals so poorly. It really make me sad.	sadness	1	5	1	39	39000	4.0	4.5	7.0	5.0	3.5	2.714	1.429	3.857	4.143					
R_57k7MIpd4IfEJ8d_1	R_57k7MIpd4IfEJ8d	20	3.667	5.625	0.0	1.0	we have to become aware of climate change. This problem belongs to everyone and if we ignore this problem, it will become irreversible. We will not have anything to inherit from our children. Let us support campaigns for the conservation of the environment and the use of renewable energy. The politicians only watch over the interests of the companies and not of the individuals.	neutral	1	6	1	50	54000	6.0	4.5	3.5	6.0	6.0	4.0	2.4290000000000003	3.571	4.0					
R_31Et1v2rps9wNSQ_4	R_31Et1v2rps9wNSQ	283	6.667000000000001	2.5	1.0	0.0	Did you know that Saudi woman needs a man's approval for like everything? To work, to rent a flat, to get medical treatment. What is really sad is that even if she is widowed sometimes HER SON is asked for permission. There is a protest going on right now to get them to be able to be their own guardians after a certain age. I am very proud of these woman for fighting for their rights. I hope I get to read another article at a later date saying some kind of law was passed to let them have their own rights.	sadness	2	4	1	35	90000	5.0	3.5	3.5	6.0	3.0	4.857	3.857	4.2860000000000005	5.0					
		281	1.8333333333333333	1.0			It's very tragic what happened to this woman.  It just seems like it was so avoidable.  There were so many warning signs that were ignored where people could have intervened and gotten her the help she needed.  I just think things like this happen too often where people get swept under the rug and professionals and others overlook what should really be treated as major warning signs.  I think lives could be saved if people would be a little more attentive to things like this.  	Sadness	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	21.0	24.0	1.0	train	20.0
R_1Dnw7B1oXpJ7OsA_1	R_1Dnw7B1oXpJ7OsA	74	5.167000000000001	4.0	1.0	1.0	That poor boy must have just gotten curious and looked down, or perhaps he tripped and fell into it. I can't imagine the pain he must have gone through being stuck in there for days until he finally died. That must have been agonizing and terrible. How could the father not have found him by then? Surely he screamed? It's so sad.	sadness	1	6	1	26	63000	6.5	6.5	7.0	6.5	6.5	4.714	1.286	4.428999999999999	4.714					
		23	6.666666666666667	2.0			Sometimes living in the United States we forget how a lot of the people of the planet live. I would not think about buying fuel from a truck that stops in my community. We think of gas stations, not thinking that everybody in the world do not have access to a gas station. I feel sorry for the people who died and was hurt in the accident.	Sadness	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	384.0	30.0	2.0	train	883.0
R_BywFj0eZ6r9wSdP_1	R_BywFj0eZ6r9wSdP	21	2.833	2.875	0.0	0.0	I'm so sad to hear about this, it just drives me crazy. I wish that we would just do something once and for all to help save  these people from such suffering. I guess in the mean time all that I can do personally is just pray for the people though and hope that soon things will get better, somehow. Doesn't this just make you so mad?	sadness	2	3	1	21	21000	3.5	4.0	4.5	4.0	3.5	3.571	4.0	3.571	2.714					
R_3qDw2H978H7qwvX_2	R_3qDw2H978H7qwvX	160	6.5	1.625	1.0	0.0	It is sad that they cannot stop poaching. All wildlife deserves an equal chance to live freely on this earth. They should not be hunted down as trophies. I feel pleased that the security forces are trying to protect wildlife. I am also happy that rhino poaching is a crime that will help to protect the noncancerous. It hurts to know they hunt the animals just for their horns. That is sheer cruelty, not because they cannot talk but they do have feelings and should be allowed to live wild and free.	sadness	2	6	1	38	59000	7.0	7.0	4.0	7.0	7.0	4.428999999999999	3.143	4.714	4.857					
		202	1.0	2.125			After reading this article, i felt really disturbed. I just couldn't believe that there is someone out there that can kill his own children. I wonder what kind of mental illness the man had because nobody in their right mind can just kill their own children. I felt really bad for the mother as well who is left alone iwth nobody now and can only suffer.	Sadness	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	284.0	17.0	1.0	train	283.0
		9	4.5	2.125			It is really hard to read stories about natural disasters that impact nations on a major scale. There are only so many things that can be done to prepare for something like this and most of the time the preparations only mitigate minimal damage. It is a bit sickening to see the response that some people have in these situations. Rather than help their neighbors, they pillage and rob the resources from others that are dealing with the natural disasters.	Disgust	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	120.0	2.0	1.0	train	119.0
