message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo
R_2b3pz3yErFof7J0_5	R_2b3pz3yErFof7J0	366	6.832999999999999	7.0	1	1	The article I just read discusses how the US is driving the extinction of Amazon rain forest by importing Amazon oil. This story made me feel very upset. The world's rain forests are play a major role in our existence. Without them, we would probably no longer exist. It makes me feel like there are people out there that just care about making a profit. These people need to open their eyes to the bigger picture.	anger	2	6	1	28	44000	6.5	6.5	6.0	6.5	6.0	4.714	2.286	3.857	4.857	76	1112	0.0	0.2	0.0	0.0	0.0	0.4	0.2	0.2	0.0	0.0	0.0	2.787741876055666	2.7002802142062405	medium	medium	An essay about the article 366, written by a 28 years old white female, with a four year bachelor's degree, with an income of 44000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness.
R_3eaFPz1YPhmUqzt_4	R_3eaFPz1YPhmUqzt	326	1.0	6.0	0	1	I don't think that it is fair to compare President Trump to Nazi Germany or the holocaust.  I am not a fan of President Trump by any means, but I also have not once thought about comparing him to such a horrific part of the history of this world.  Jews should not be worried that there will be another holocaust or that they will have to go back into concentration camps.  I don't think the country would ever let that happen again, and I don't think that Donald Trump would go down that road either. He has a tendency to act like a child, but that would be a far stretch, even for him.	anger	2	6	1	32	30000	5.5	5.0	6.0	6.0	5.5	4.143	2.714	3.143	4.428999999999999	114	1113	0.13043478260869565	0.13043478260869565	0.13043478260869565	0.0	0.0	0.08695652173913043	0.17391304347826086	0.17391304347826086	0.13043478260869565	0.043478260869565216	0.0	2.370291908134794	2.4605822732488725	low	low	An essay about the article 326, written by a 32 years old white female, with a four year bachelor's degree, with an income of 30000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_23TqiBuGghsQ9E8_1	R_23TqiBuGghsQ9E8	8	4.0	5.0	1	1	No need to read this article for my fellow animal lovers.  Its just sad and kinda infuriating.  People are just worthless shits.  There really isnt much else to say about this.  It was a preventable accident that didnt have to happen but did anyway because of people's thoughtlessness and carelessness and probably for fucking financial reasons as well.	anger	1	6	1	48	40000	5.5	6.0	2.5	4.0	3.0	3.286	2.286	3.857	4.0	58	1114	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.0	0.0	2.723229046477303	2.6759825265205572	low	low	An essay about the article 8, written by a 48 years old white male, with a four year bachelor's degree, with an income of 40000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness, disgust.
R_wTpSAbyLekj11bb_2	R_wTpSAbyLekj11bb	114	3.333	2.75	0	0	Those native people really dont deserve that kind of treatment its unfair. how can you have people just not speak their own native language? i dont get why they cant just let them live in both worlds and experience both cultures instead of forcing them to be a part of their specific culture. They really need to be spoken up against for this kind of injustice	anger	1	4	1	24	30000	4.5	4.0	4.0	4.5	4.0	2.857	2.714	2.857	3.143	66	1115	0.0	0.17647058823529413	0.058823529411764705	0.17647058823529413	0.0	0.23529411764705882	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.07692307692307693	3.2294561181413988	2.9699291781138477	medium	low	An essay about the article 114, written by a 24 years old white male, went to college, with an income of 30000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_oZxXqm2az3FHVN7_2	R_oZxXqm2az3FHVN7	93	3.5	6.0	0	1	"i was reading about the war in Iraq. not gonna lie, i couldnt read it all. logically you know ""war is hell"" but all the details of it were too much for me. i tried, but reading of who's got a head head injury, who got gassed, it was too much. I flinch when i hear the words ""suicide bomber"" on the news, so reading about people being dragged into the city to be used as human sheilds was too much. I dont get it. how can people be so horrible to each other. bomb and attacks require calculated effort i just  cant comprhend."	anger	2	2	1	51	50000	3.5	3.5	2.5	5.5	1.5	3.286	3.714	4.0	4.714	104	1116	0.20454545454545456	0.1590909090909091	0.022727272727272728	0.0	0.045454545454545456	0.09090909090909091	0.22727272727272727	0.1590909090909091	0.09090909090909091	0.0	0.0	2.9499435703397987	2.785539172981023	medium	low	An essay about the article 93, written by a 51 years old white female, with a high school diploma, with an income of 50000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_2cp9tFelooSvFO2_5	R_2cp9tFelooSvFO2	384	1.0	1.0	0	0	Oh hey, check it out. Another article about the same thing that's been repeated over and over again, but it's not really changing anything. I am just sending it to you because I'm an idiot that doesn't care about what you think. It just goes on and on about meat production and how that's harming the environment. I can't wait for lab grown meat to be the standard, but that's not really in this. So, read away about cow farts.	anger	5	6	1	32	8000	6.5	7.0	1.5	6.0	5.5	4.2860000000000005	1.143	3.286	1.286	80	1117	0.0	0.0	0.3333333333333333	0.0	0.0	0.16666666666666666	0.3333333333333333	0.0	0.16666666666666666	0.0	0.0	2.3862091085901946	2.422333585171295	low	low	An essay about the article 384, written by a 32 years old white female, with a four year bachelor's degree, with an income of 8000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: disgust.
R_pE6yE7SVdOZiObL_5	R_pE6yE7SVdOZiObL	379	3.0	3.5	0	0	Overall the problem here seems to be that overuse of resources in a certain area needs to be stopped. Simply pumping more water isn't the issue and perhaps the fact that too many people are trying to use that water source should be something that's looked into. There should also be some sort of testing and filtering system put into place to protect the people.	anger	2	6	1	45	30000	4.5	5.5	2.5	5.5	5.5	3.571	2.143	4.143	4.428999999999999	65	1118	0.1111111111111111	0.0	0.0	0.3333333333333333	0.0	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.0	0.1111111111111111	0.0	2.781809095659292	2.7405276461087014	low	low	An essay about the article 379, written by a 45 years old white female, with a four year bachelor's degree, with an income of 30000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, joy.
R_3CVmIowQnwq9rKb_3	R_3CVmIowQnwq9rKb	248	2.167	3.875	0	0	It aggravates me that in our modern society leaders are condemned before they even have an opportunity to lead. It will happen forevermore into the future no matter who wins elections from here on out. The issue is not opposition so much as it is the ability to organize against someone anymore. Using the internet, it is quite easy to gather a group of thousands and perhaps even hundreds of thousands to combat against something vile or unwarranted. The problem is Trump wasn't even given a chance. Now that things have played out, perhaps some of those people were right about their hatred or grievances but its entirely unfair to subject any president of our country to this before they have even been given the chance to lead.	anger	1	6	1	38	24500	6.0	5.5	3.0	5.0	6.5	4.571000000000001	1.714	2.857	4.857	128	1119	0.1	0.13333333333333333	0.06666666666666667	0.03333333333333333	0.06666666666666667	0.2	0.23333333333333334	0.1	0.06666666666666667	0.0	0.043478260869565216	2.7980574821081503	2.757310694246152	low	low	An essay about the article 248, written by a 38 years old white male, with a four year bachelor's degree, with an income of 24500$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_Cf3oaCWH23zMSdj_2	R_Cf3oaCWH23zMSdj	88	1.0	1.75	0	0	Some scum bag is at it again stealing naked pictures of people simply because they are celebrities and he can make money from doing it.  It blows my mind the level of shit people will do in order to make a buck.   It seems like people treat celebrities as if they are not people at all.  People that leave negative comments on celebrity pages are taking it to a new level.  People say the shittiest things to each other when they're hiding behind their computer screen.   This particular guy took it to the extreme by stealing their private photos.	anger	1	2	1	34	59000	6.5	7.0	6.5	7.0	7.0	4.571000000000001	1.143	3.857	5.0	99	1120	0.10204081632653061	0.08163265306122448	0.061224489795918366	0.10204081632653061	0.10204081632653061	0.12244897959183673	0.1836734693877551	0.061224489795918366	0.12244897959183673	0.061224489795918366	0.07407407407407407	2.723743089360931	2.826668841531517	low	medium	An essay about the article 88, written by a 34 years old white male, with a high school diploma, with an income of 59000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: disgust.
R_2VxdAcFzlcpbk9U_5	R_2VxdAcFzlcpbk9U	413	4.5	5.75	1	1	I can't believe we live in a world where terrorism—both domestic and foreign—are such a looming threat. Being out in public now more dangerous than ever, and it's all because of the convoluted sociological web of conservative ideology that has promoted domestic terrorism in white heterosexual   American masculinity and the xenophobia that inspired Islamic terrorism. There's just too damned much hate in this world, and hopefully more people will find love and nurturing like the author of this book found while writing about her trauma.	anger	1	6	1	23	44000	7.0	7.0	7.0	7.0	7.0	5.0	2.4290000000000003	4.714	5.0	85	1121	0.15	0.1	0.05	0.1	0.025	0.15	0.175	0.075	0.075	0.1	0.0	2.763179298913655	2.725666966743614	low	low	An essay about the article 413, written by a 23 years old white male, with a four year bachelor's degree, with an income of 44000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_encryCgu3aiu42B_3	R_encryCgu3aiu42B	207	5.0	5.875	1	1	I really hate ISIS. They are the scum of the earth. I just learned that they killed over 100 Iraqi police officers in Mosul. This is the kind of thing that happens when we pull our troops out of Iraq. Yeah we should not have been there in the first place but we made that mistake and we now have to take responsibilty for it. I feel so bad for all the Iraqi people who just want to live their lives in peace.	anger	1	3	1	33	58000	6.0	5.0	2.5	7.0	7.0	3.143	2.4290000000000003	3.0	3.857	83	1122	0.12	0.08	0.04	0.12	0.0	0.16	0.16	0.12	0.12	0.08	0.0	2.763833675515947	2.8031690369087077	low	medium	An essay about the article 207, written by a 33 years old white male, went to a technical/vocational school, with an income of 58000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, disgust.
R_2VxdAcFzlcpbk9U_4	R_2VxdAcFzlcpbk9U	279	2.667	4.5	0	1	How can people take something like relationships for granted? It's infuriating that in a world where I have to fight for the right to marry the person I love and adore and want to pamper and cherish and share a life with that there are assholes out there like this with anger issues who will get in their alleged partner's face and shout. The hate is just mind blowing.	anger	1	6	1	23	44000	7.0	7.0	7.0	7.0	7.0	5.0	2.4290000000000003	4.714	5.0	69	1123	0.08571428571428572	0.11428571428571428	0.11428571428571428	0.11428571428571428	0.08571428571428572	0.2	0.08571428571428572	0.02857142857142857	0.02857142857142857	0.14285714285714285	0.125	2.9329325117324645	2.9180232666965105	low	medium	An essay about the article 279, written by a 23 years old white male, with a four year bachelor's degree, with an income of 44000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
R_23TqiBuGghsQ9E8_4	R_23TqiBuGghsQ9E8	267	1.0	1.0	0	0	Have I conveyed my misanthropy fully yet.  Read this for a laugh.  This is what journalists are doing.  We have an orange monkey destroying our nation and people spend time writing about something as meaningless as this.  A guy died.  Terribly sorry.  Happens thousands and thousands times a day.  Because this guy was an idiot it gets written up to feed the idiotic interests of the sheep.	anger	1	6	1	48	40000	5.5	6.0	2.5	4.0	3.0	3.286	2.286	3.857	4.0	67	1124	0.05555555555555555	0.1111111111111111	0.05555555555555555	0.1111111111111111	0.05555555555555555	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.05555555555555555	0.0	2.6233406100157657	2.5904162453789734	medium	low	An essay about the article 267, written by a 48 years old white male, with a four year bachelor's degree, with an income of 40000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness, disgust.
R_2R2E5hgGHIaKHXz_4	R_2R2E5hgGHIaKHXz	319	1.0	4.25	0	1	Trump continues to fuck up the nation. Did you read this story of how Trump wants to back out of the Paris Accord? As a nation we are finally trying to seriously address climate change and we are doing that with partners around the world. However, Trump the national embarrassment has seen to it that not only do we not continue trying to make the planet better, but we also betray our allies.	anger	1	6	3	31	34000	6.0	6.0	4.0	4.0	6.0	2.571	2.857	3.714	3.714	73	1125	0.09523809523809523	0.047619047619047616	0.09523809523809523	0.19047619047619047	0.14285714285714285	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.047619047619047616	0.07142857142857142	2.8481288912282734	2.9938436556414567	low	medium	An essay about the article 319, written by a 31 years old black or african american male, with a four year bachelor's degree, with an income of 34000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: surprise.
R_r2BUVTFqmBdanQd_2	R_r2BUVTFqmBdanQd	166	2.5	1.625	0	0	Wow, killing someone in public? That takes some serious nerve. I don't particularly know whether she is guilty or not, but for it to be played out in the media isn't fair. While they may not have the same protections that the accused have in the United States, they should still give her a new trial, something quiet, out of the public eye, maybe even outside of the country, where she can get a fair trial based on the facts. If there is video of her spiking the coffee, or any indication that she has had any contact with cyanide, then I say she should get a retrial.	anger	1	4	1	50	96000	6.0	2.5	1.5	4.0	7.0	1.429	1.143	3.429	1.286	108	1126	0.125	0.125	0.08333333333333333	0.041666666666666664	0.0	0.3333333333333333	0.16666666666666666	0.125	0.0	0.0	0.0	2.6675867506096473	2.63781030308241	low	low	An essay about the article 166, written by a 50 years old white male, went to college, with an income of 96000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness.
R_6EWvBQzv5PWplMR_2	R_6EWvBQzv5PWplMR	146	6.332999999999999	6.625	1	1	I really think racism is getting out of hand lately. I don't understand why people have to commit hate crimes against people that they aren't similar to. Everyone deserves to live a happy life without being assaulted or worried that they'll be assaulted. And chalking it up to religion is even worse. People don't have to be so easily offended these days, but they are, and they're hate filled while they're offended too.	anger	2	4	1	29	27000	7.0	6.5	7.0	7.0	7.0	5.0	1.0	1.714	4.857	73	1127	0.11538461538461539	0.15384615384615385	0.038461538461538464	0.07692307692307693	0.0	0.038461538461538464	0.23076923076923078	0.23076923076923078	0.07692307692307693	0.038461538461538464	0.07142857142857142	2.7670556202599093	2.914123251062629	medium	medium	An essay about the article 146, written by a 29 years old white female, went to college, with an income of 27000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness.
R_3nO7FHqWC8lR70A_5	R_3nO7FHqWC8lR70A	351	1.0	1.5	0	0	"In my opinion, the girl mentioned in the article is just plain stupid. She shouldn't be taking selfies in the first place while driving, not only to mention that she was topless just so her boyfriend could get a look at ""the goods."" While you're driving, you should be paying attention and not playing on your cell phone because you're putting the lives of others at risk."	anger	2	6	1	47	86000	7.0	7.0	7.0	7.0	5.5	4.428999999999999	3.286	2.571	4.143	67	1128	0.16666666666666666	0.0	0.16666666666666666	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	2.6336010467668487	2.7182087665797225	low	low	An essay about the article 351, written by a 47 years old white female, with a four year bachelor's degree, with an income of 86000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_1Cf5NtaZbCAGR7n_5	R_1Cf5NtaZbCAGR7n	394	6.0	2.0	1	0	"The only solution for the ""wage gap"" is the total abolishment of capitalism and all governments. There will be no more wage gap when there is no money! By instituting Anarcho-Communism, all people can be given what they need without a worry of who is getting more or less. Capitalism is evil and must be destroyed!"	anger	2	4	1	25	4000	1.0	3.5	1.5	4.0	1.0	3.0	4.857	4.2860000000000005	4.2860000000000005	56	1129	0.13636363636363635	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.22727272727272727	0.13636363636363635	0.045454545454545456	0.045454545454545456	0.0	2.6496966608113497	2.746899649594314	low	low	An essay about the article 394, written by a 25 years old white female, went to college, with an income of 4000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness.
R_9FCr4cL8VfeJV6N_3	R_9FCr4cL8VfeJV6N	221	3.0	1.0	0	0	Since I have no children and don't plan on having any, I don't really have an opinion regarding the ease that women choose to have cesarean instead of natural births. I don't think my opinion would be well received and I myself know I have no experience in this. I do believe, however, that a woman should look at all available options and decide what is best for her and her family.	anger	2	5	3	44	38000	7.0	5.5	1.0	5.5	4.0	3.857	3.0	5.0	3.714	72	1130	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	2.7091588282394157	2.5987546196609452	low	low	An essay about the article 221, written by a 44 years old black or african american female, with a two year associate degree, with an income of 38000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: neutral.
R_3Q0qIgPdSarp08H_5	R_3Q0qIgPdSarp08H	403	2.667	5.0	0	1	This is a terrible story.  In a way, I feel happy that the child no longer has to suffer.  Had the child lived he would be mess for the rest of his life.  I am just angry at the mother.  This is what happens when a state has weak laws.  She is only facing 15 years for what she did.  She should be given the death penalty.  I am disgusted with the legal system.  Thank God I don't live in California.	anger	1	7	1	35	50000	5.5	4.5	3.5	6.0	6.0	2.571	2.4290000000000003	3.143	3.857	81	1131	0.07142857142857142	0.09523809523809523	0.11904761904761904	0.09523809523809523	0.023809523809523808	0.14285714285714285	0.16666666666666666	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.07692307692307693	2.6720329963840466	2.6507738208229847	low	low	An essay about the article 403, written by a 35 years old white male, postgradute or with a professional degree, with an income of 50000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, sadness, disgust, joy.
R_1QLqFlZoaDOzfm7_3	R_1QLqFlZoaDOzfm7	246	4.667	2.875	1	0	It's a little bit troubling that these teachers would be forced to leave because of political tension. It's not right that they would lose their jobs and their homes. There should be another way to resolve this issue. It's good that people are protesting this and they should be. Teachers play such a huge role and it will not be good for the students to be in the middle of this.	anger	1	5	1	31	49000	7.0	6.5	6.0	6.5	7.0	4.2860000000000005	4.571000000000001	4.714	4.857	71	1132	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.18181818181818182	0.09090909090909091	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.16666666666666666	2.784564096956754	2.704560491443627	low	low	An essay about the article 246, written by a 31 years old white male, with a two year associate degree, with an income of 49000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: surprise.
R_oZxXqm2az3FHVN7_5	R_oZxXqm2az3FHVN7	359	2.333	6.875	0	1	so Trump's guy of SCOTUS is anti LGBTQ. he's so far off the mark its insane. wants to outlaw gay sex basically. like, WHO is gonna enforce what happens in someones bedroom? I cant with this adminstration anymore. where will it end? just let people love who they want... crazy homophobes are gonna make america a whole new version of hell	anger	2	2	1	51	50000	3.5	3.5	2.5	5.5	1.5	3.286	3.714	4.0	4.714	61	1133	0.17391304347826086	0.17391304347826086	0.043478260869565216	0.043478260869565216	0.0	0.13043478260869565	0.21739130434782608	0.08695652173913043	0.043478260869565216	0.08695652173913043	0.0	2.327838925729915	2.391206764637304	low	low	An essay about the article 359, written by a 51 years old white female, with a high school diploma, with an income of 50000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
R_1g7RWQntYlcMSKz_2	R_1g7RWQntYlcMSKz	98	4.167	4.25	1	1	Hey I feel like Trump winning was way worse than people thought. The amount of violent attacks on minorites and in general have increased considerably. There have been over 200 attacks since election day can you imagine that? I hate that trunp supporters somehow feel vindicated with their awful racism.	anger	1	5	1	28	39000	3.5	5.0	3.5	4.0	4.0	3.143	2.857	3.286	2.857	50	1134	0.13793103448275862	0.10344827586206896	0.06896551724137931	0.06896551724137931	0.06896551724137931	0.10344827586206896	0.13793103448275862	0.13793103448275862	0.13793103448275862	0.034482758620689655	0.0625	2.7976564688426278	2.8583394964162085	medium	medium	An essay about the article 98, written by a 28 years old white male, with a two year associate degree, with an income of 39000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: sadness, disgust.
R_31FSDThjiQYih8p_4	R_31FSDThjiQYih8p	321	1.0	1.0	0	0	I'm not a fan of Muslim migrants myself. I find most of Arab culture backwards and antithetical to American values. This is pretty fucked up, though. This article feels like something out of the 1960s. Makes you consider the cyclical and incremental nature of human history. Despite our technological advances we fall prey to the same prejudices and biases again and again. Before we were burning Native Americans, then the Irish, then Blacks, and now Muslims. Human progress at work.	anger	1	2	3	23	25000	5.5	6.5	1.0	1.0	4.0	2.4290000000000003	2.857	3.143	1.571	80	1135	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.0	0.21428571428571427	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.14285714285714285	2.5496035033531212	2.4702219194232553	low	low	An essay about the article 321, written by a 23 years old black or african american male, with a high school diploma, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy, hope.
R_2ZHUXU5dQB2meI7_3	R_2ZHUXU5dQB2meI7	209	3.667	5.25	0	1	"I think it is really fucked up that people continue to mess with the environment. Corporations and these oil fuckers should stopped. They are damaging the environment to no end! Someone needs to sit down with CEOs and ask them, ""Why do you want billions if you won't be able to enjoy it in the future when the environment is completely fucked?"" Seriously, where is a CEO going to travel to enjoy his millions and stay at luxury resort villas when the environment is completely fucked? The luxury resort will be gone!! His wealth will end up amounting to nothing when he can't even enjoy it. His future children will have millions passed down but they won't fully enjoy it because the planet will be fucked! What the fuck? These people are morally fucking bankrupt, only bankrupt they'll ever know."	anger	2	4	1	26	35000	7.0	6.0	7.0	7.0	4.0	4.714	2.571	4.0	3.571	140	1136	0.05263157894736842	0.0	0.13157894736842105	0.18421052631578946	0.0	0.2894736842105263	0.07894736842105263	0.05263157894736842	0.02631578947368421	0.18421052631578946	0.14814814814814814	2.6076474201593345	2.711750345728115	low	medium	An essay about the article 209, written by a 26 years old white female, went to college, with an income of 35000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: joy.
R_ahJOuKSFE5MQHmx_2	R_ahJOuKSFE5MQHmx	115	1.0	3.875	0	0	The elections nowadays are just so unrelenting. You have to spend a lot of money on campaigns and trying to put down the other person. It's a wonder that man doesn't spend all his money that he has earned. I don't think he even got a chance to tell anyone what kind of person he is. He gets torn down before he has a chance to do anything. I'm just so mad at the whole election system and the way things are done. Everything about your past and present gets brought up and nothing you do can go unnoticed.	anger	2	6	1	34	82000	6.5	5.0	2.0	6.5	3.5	4.714	3.286	4.2860000000000005	5.0	99	1137	0.034482758620689655	0.10344827586206896	0.10344827586206896	0.1724137931034483	0.1724137931034483	0.13793103448275862	0.06896551724137931	0.034482758620689655	0.034482758620689655	0.13793103448275862	0.0	2.707942153449855	2.6977618132854237	low	medium	An essay about the article 115, written by a 34 years old white female, with a four year bachelor's degree, with an income of 82000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: surprise.
R_1PSGwxsE86F4twO_3	R_1PSGwxsE86F4twO	250	4.667	5.625	1	1	"he mayor was on Duterte's list of local officials branded as ""narco-politicians"" who allegedly have ties to the illegal drug world, according to CNN affiliate CNN Philippines. He, along with his wife, surrendered themselves to provincial police in August to clear their names and deny involvement. At the roadblock early Friday morning, an ""armed encounter"" between Dimaukom's men and police ensued, the report says, with law enforcement officials responding to fire from the mayor's bodyguards, leaving 10 men dead. Duterte was elected to office in May on a platform of a hardline crackdown on crime, particularly illegal drugs. Since taking office in early June, his police force has waged a bloody war on drug dealers and users, resulting in the deaths of hundreds of Filipino drug suspects at the"	anger	2	7	1	30	160000	4.5	4.0	2.0	4.0	3.5	3.429	3.429	2.714	3.143	129	1138	0.23255813953488372	0.18604651162790697	0.0	0.09302325581395349	0.0	0.13953488372093023	0.20930232558139536	0.06976744186046512	0.06976744186046512	0.0	0.0	2.779810021105014	2.769969129077619	medium	medium	An essay about the article 250, written by a 30 years old white female, postgradute or with a professional degree, with an income of 160000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear, anger.
R_STWx9e4pDejyni9_3	R_STWx9e4pDejyni9	243	1.0	1.0	0	0	This article was just ridiculous to me, I see the need to be protesting and freedom of speech and rights but we as people need to do peaceful protest not using armed militias to stand off on a protest. That is going against the very fundamentals of what liberals stand for. I think the group should have had some repercussions to what they did.	anger	2	3	1	24	50000	6.5	5.0	5.0	5.0	4.5	4.714	3.714	4.857	4.428999999999999	64	1139	0.0625	0.125	0.0625	0.125	0.0625	0.25	0.125	0.0	0.0625	0.125	0.09090909090909091	2.8751889959509547	2.7517182097232507	medium	low	An essay about the article 243, written by a 24 years old white female, went to a technical/vocational school, with an income of 50000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger, joy.
R_1g7RWQntYlcMSKz_5	R_1g7RWQntYlcMSKz	348	4.0	4.625	1	1	I can't believe just how much manipulation went on behind the scenes of Donald Trumps campaign. I feel like we will never know the true extend of how corrupt his whole deal was. First you hear about all these huge collections of data and then you get the idots who defend him about climate change being fake.	anger	1	5	1	28	39000	3.5	5.0	3.5	4.0	4.0	3.143	2.857	3.286	2.857	57	1140	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.23529411764705882	0.17647058823529413	0.0	0.0	0.11764705882352941	0.08333333333333333	2.7415832232645907	2.6683827955605675	low	low	An essay about the article 348, written by a 28 years old white male, with a two year associate degree, with an income of 39000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: fear.
R_encryCgu3aiu42B_5	R_encryCgu3aiu42B	365	6.0	3.375	1	0	So they are trying to expand a runway at Heathrow airport in London which will destroy over 700 peoples homes. This is just crazy to me and I hope that it never actually happens and that the people who live there can fight it. It just seems to me that this is just another case of government over reach. These politicians are probably going to benefit financially somehow from this deal . It is the only explanation that makes any sense to me. Why else would you destroy a whole community?	anger	1	3	1	33	58000	6.0	5.0	2.5	7.0	7.0	3.143	2.4290000000000003	3.0	3.857	91	1141	0.15384615384615385	0.07692307692307693	0.11538461538461539	0.07692307692307693	0.07692307692307693	0.19230769230769232	0.15384615384615385	0.07692307692307693	0.0	0.07692307692307693	0.15384615384615385	2.7802581244768207	2.7415234609295527	low	medium	An essay about the article 365, written by a 33 years old white male, went to a technical/vocational school, with an income of 58000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: hope.
R_1DYJigUvMXEDqIq_5	R_1DYJigUvMXEDqIq	365	1.833	5.5	0	1	Can you believe they're doing this? Kicking people out of their homes to expand a stupid airport? Screw these guys. what do you think? Personally, I'm upset and I'm starting a petition. Please sign it if you're against this issue like I am. It's absolutely ridiculous and should never happen, so there you go	anger	1	6	1	28	65000	6.0	6.5	4.0	6.0	6.0	3.143	3.0	3.429	4.2860000000000005	54	1142	0.0	0.2222222222222222	0.2222222222222222	0.0	0.0	0.0	0.3333333333333333	0.1111111111111111	0.1111111111111111	0.0	0.0	2.3706545906698056	2.4717516209478125	medium	medium	An essay about the article 365, written by a 28 years old white male, with a four year bachelor's degree, with an income of 65000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay, according to the NRC lexicon, are: anger.
